"scientificNameID","acceptedNameUsageID","scientificName","acceptedNameUsage","class","order","family","genus","taxonomicStatus","AphiaID"
"urn:lsid:marinespecies.org:taxname:101170","urn:lsid:marinespecies.org:taxname:101170","Myxine glutinosa","Myxine glutinosa","Myxini","Myxiniformes","Myxinidae","Myxine","accepted",101170
"urn:lsid:marinespecies.org:taxname:101171","urn:lsid:marinespecies.org:taxname:101171","Myxine ios","Myxine ios","Myxini","Myxiniformes","Myxinidae","Myxine","accepted",101171
"urn:lsid:marinespecies.org:taxname:101172","urn:lsid:marinespecies.org:taxname:101172","Lampetra fluviatilis","Lampetra fluviatilis","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lampetra","accepted",101172
"urn:lsid:marinespecies.org:taxname:101173","urn:lsid:marinespecies.org:taxname:101173","Lethenteron camtschaticum","Lethenteron camtschaticum","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lethenteron","accepted",101173
"urn:lsid:marinespecies.org:taxname:101174","urn:lsid:marinespecies.org:taxname:101174","Petromyzon marinus","Petromyzon marinus","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon","accepted",101174
"urn:lsid:marinespecies.org:taxname:105787","urn:lsid:marinespecies.org:taxname:105787","Carcharhinus altimus","Carcharhinus altimus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105787
"urn:lsid:marinespecies.org:taxname:105788","urn:lsid:marinespecies.org:taxname:105788","Carcharhinus brevipinna","Carcharhinus brevipinna","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105788
"urn:lsid:marinespecies.org:taxname:105789","urn:lsid:marinespecies.org:taxname:105789","Carcharhinus falciformis","Carcharhinus falciformis","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105789
"urn:lsid:marinespecies.org:taxname:105790","urn:lsid:marinespecies.org:taxname:105790","Carcharhinus galapagensis","Carcharhinus galapagensis","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105790
"urn:lsid:marinespecies.org:taxname:105791","urn:lsid:marinespecies.org:taxname:105791","Carcharhinus isodon","Carcharhinus isodon","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105791
"urn:lsid:marinespecies.org:taxname:105792","urn:lsid:marinespecies.org:taxname:105792","Carcharhinus leucas","Carcharhinus leucas","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105792
"urn:lsid:marinespecies.org:taxname:105793","urn:lsid:marinespecies.org:taxname:105793","Carcharhinus limbatus","Carcharhinus limbatus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105793
"urn:lsid:marinespecies.org:taxname:105794","urn:lsid:marinespecies.org:taxname:105794","Carcharhinus longimanus","Carcharhinus longimanus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105794
"urn:lsid:marinespecies.org:taxname:105795","urn:lsid:marinespecies.org:taxname:105795","Carcharhinus melanopterus","Carcharhinus melanopterus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105795
"urn:lsid:marinespecies.org:taxname:105796","urn:lsid:marinespecies.org:taxname:105796","Carcharhinus obscurus","Carcharhinus obscurus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105796
"urn:lsid:marinespecies.org:taxname:105797","urn:lsid:marinespecies.org:taxname:105797","Carcharhinus plumbeus","Carcharhinus plumbeus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105797
"urn:lsid:marinespecies.org:taxname:105798","urn:lsid:marinespecies.org:taxname:105798","Carcharhinus signatus","Carcharhinus signatus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","accepted",105798
"urn:lsid:marinespecies.org:taxname:105799","urn:lsid:marinespecies.org:taxname:105799","Galeocerdo cuvier","Galeocerdo cuvier","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Galeocerdo","accepted",105799
"urn:lsid:marinespecies.org:taxname:105800","urn:lsid:marinespecies.org:taxname:105800","Negaprion brevirostris","Negaprion brevirostris","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Negaprion","accepted",105800
"urn:lsid:marinespecies.org:taxname:105801","urn:lsid:marinespecies.org:taxname:105801","Prionace glauca","Prionace glauca","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace","accepted",105801
"urn:lsid:marinespecies.org:taxname:105802","urn:lsid:marinespecies.org:taxname:105802","Rhizoprionodon acutus","Rhizoprionodon acutus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","accepted",105802
"urn:lsid:marinespecies.org:taxname:105803","urn:lsid:marinespecies.org:taxname:105803","Paragaleus pectoralis","Paragaleus pectoralis","Elasmobranchii","Carcharhiniformes","Hemigaleidae","Paragaleus","accepted",105803
"urn:lsid:marinespecies.org:taxname:105804","urn:lsid:marinespecies.org:taxname:105804","Leptocharias smithii","Leptocharias smithii","Elasmobranchii","Carcharhiniformes","Leptochariidae","Leptocharias","accepted",105804
"urn:lsid:marinespecies.org:taxname:105805","urn:lsid:marinespecies.org:taxname:105805","Pseudotriakis microdon","Pseudotriakis microdon","Elasmobranchii","Carcharhiniformes","Pseudotriakidae","Pseudotriakis","accepted",105805
"urn:lsid:marinespecies.org:taxname:105806","urn:lsid:marinespecies.org:taxname:105806","Apristurus aphyodes","Apristurus aphyodes","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","accepted",105806
"urn:lsid:marinespecies.org:taxname:105807","urn:lsid:marinespecies.org:taxname:105807","Apristurus laurussonii","Apristurus laurussonii","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","accepted",105807
"urn:lsid:marinespecies.org:taxname:105808","urn:lsid:marinespecies.org:taxname:105808","Apristurus manis","Apristurus manis","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","accepted",105808
"urn:lsid:marinespecies.org:taxname:105809","urn:lsid:marinespecies.org:taxname:105809","Apristurus microps","Apristurus microps","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","accepted",105809
"urn:lsid:marinespecies.org:taxname:105810","urn:lsid:marinespecies.org:taxname:105810","Apristurus nasutus","Apristurus nasutus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","accepted",105810
"urn:lsid:marinespecies.org:taxname:105811","urn:lsid:marinespecies.org:taxname:105811","Galeus atlanticus","Galeus atlanticus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus","accepted",105811
"urn:lsid:marinespecies.org:taxname:105812","urn:lsid:marinespecies.org:taxname:105812","Galeus melastomus","Galeus melastomus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus","accepted",105812
"urn:lsid:marinespecies.org:taxname:105813","urn:lsid:marinespecies.org:taxname:105813","Galeus murinus","Galeus murinus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus","accepted",105813
"urn:lsid:marinespecies.org:taxname:105814","urn:lsid:marinespecies.org:taxname:105814","Scyliorhinus canicula","Scyliorhinus canicula","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","accepted",105814
"urn:lsid:marinespecies.org:taxname:105815","urn:lsid:marinespecies.org:taxname:105815","Scyliorhinus stellaris","Scyliorhinus stellaris","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","accepted",105815
"urn:lsid:marinespecies.org:taxname:105816","urn:lsid:marinespecies.org:taxname:105816","Sphyrna lewini","Sphyrna lewini","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","accepted",105816
"urn:lsid:marinespecies.org:taxname:105817","urn:lsid:marinespecies.org:taxname:105817","Sphyrna mokarran","Sphyrna mokarran","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","accepted",105817
"urn:lsid:marinespecies.org:taxname:105818","urn:lsid:marinespecies.org:taxname:105818","Sphyrna tudes","Sphyrna tudes","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","accepted",105818
"urn:lsid:marinespecies.org:taxname:105819","urn:lsid:marinespecies.org:taxname:105819","Sphyrna zygaena","Sphyrna zygaena","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","accepted",105819
"urn:lsid:marinespecies.org:taxname:105820","urn:lsid:marinespecies.org:taxname:105820","Galeorhinus galeus","Galeorhinus galeus","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","accepted",105820
"urn:lsid:marinespecies.org:taxname:105821","urn:lsid:marinespecies.org:taxname:105821","Mustelus asterias","Mustelus asterias","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","accepted",105821
"urn:lsid:marinespecies.org:taxname:105822","urn:lsid:marinespecies.org:taxname:105822","Mustelus mustelus","Mustelus mustelus","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","accepted",105822
"urn:lsid:marinespecies.org:taxname:105823","urn:lsid:marinespecies.org:taxname:105823","Mustelus punctulatus","Mustelus punctulatus","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","accepted",105823
"urn:lsid:marinespecies.org:taxname:105824","urn:lsid:marinespecies.org:taxname:105824","Chimaera monstrosa","Chimaera monstrosa","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","accepted",105824
"urn:lsid:marinespecies.org:taxname:105825","urn:lsid:marinespecies.org:taxname:105825","Hydrolagus affinis","Hydrolagus affinis","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","accepted",105825
"urn:lsid:marinespecies.org:taxname:105826","urn:lsid:marinespecies.org:taxname:105826","Hydrolagus mirabilis","Hydrolagus mirabilis","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","accepted",105826
"urn:lsid:marinespecies.org:taxname:105827","urn:lsid:marinespecies.org:taxname:105827","Hydrolagus pallidus","Hydrolagus pallidus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","accepted",105827
"urn:lsid:marinespecies.org:taxname:105829","urn:lsid:marinespecies.org:taxname:105829","Harriotta raleighana","Harriotta raleighana","Holocephali","Chimaeriformes","Rhinochimaeridae","Harriotta","accepted",105829
"urn:lsid:marinespecies.org:taxname:105830","urn:lsid:marinespecies.org:taxname:105830","Rhinochimaera atlantica","Rhinochimaera atlantica","Holocephali","Chimaeriformes","Rhinochimaeridae","Rhinochimaera","accepted",105830
"urn:lsid:marinespecies.org:taxname:105831","urn:lsid:marinespecies.org:taxname:105831","Chlamydoselachus anguineus","Chlamydoselachus anguineus","Elasmobranchii","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","accepted",105831
"urn:lsid:marinespecies.org:taxname:105832","urn:lsid:marinespecies.org:taxname:105832","Heptranchias perlo","Heptranchias perlo","Elasmobranchii","Hexanchiformes","Hexanchidae","Heptranchias","accepted",105832
"urn:lsid:marinespecies.org:taxname:105833","urn:lsid:marinespecies.org:taxname:105833","Hexanchus griseus","Hexanchus griseus","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","accepted",105833
"urn:lsid:marinespecies.org:taxname:105834","urn:lsid:marinespecies.org:taxname:105834","Hexanchus nakamurai","Hexanchus nakamurai","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","accepted",105834
"urn:lsid:marinespecies.org:taxname:105835","urn:lsid:marinespecies.org:taxname:105835","Alopias superciliosus","Alopias superciliosus","Elasmobranchii","Lamniformes","Alopiidae","Alopias","accepted",105835
"urn:lsid:marinespecies.org:taxname:105836","urn:lsid:marinespecies.org:taxname:105836","Alopias vulpinus","Alopias vulpinus","Elasmobranchii","Lamniformes","Alopiidae","Alopias","accepted",105836
"urn:lsid:marinespecies.org:taxname:105837","urn:lsid:marinespecies.org:taxname:105837","Cetorhinus maximus","Cetorhinus maximus","Elasmobranchii","Lamniformes","Cetorhinidae","Cetorhinus","accepted",105837
"urn:lsid:marinespecies.org:taxname:105838","urn:lsid:marinespecies.org:taxname:105838","Carcharodon carcharias","Carcharodon carcharias","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon","accepted",105838
"urn:lsid:marinespecies.org:taxname:105839","urn:lsid:marinespecies.org:taxname:105839","Isurus oxyrinchus","Isurus oxyrinchus","Elasmobranchii","Lamniformes","Lamnidae","Isurus","accepted",105839
"urn:lsid:marinespecies.org:taxname:105840","urn:lsid:marinespecies.org:taxname:105840","Isurus paucus","Isurus paucus","Elasmobranchii","Lamniformes","Lamnidae","Isurus","accepted",105840
"urn:lsid:marinespecies.org:taxname:105841","urn:lsid:marinespecies.org:taxname:105841","Lamna nasus","Lamna nasus","Elasmobranchii","Lamniformes","Lamnidae","Lamna","accepted",105841
"urn:lsid:marinespecies.org:taxname:105842","urn:lsid:marinespecies.org:taxname:105842","Mitsukurina owstoni","Mitsukurina owstoni","Elasmobranchii","Lamniformes","Mitsukurinidae","Mitsukurina","accepted",105842
"urn:lsid:marinespecies.org:taxname:105843","urn:lsid:marinespecies.org:taxname:105843","Carcharias taurus","Carcharias taurus","Elasmobranchii","Lamniformes","Odontaspididae","Carcharias","accepted",105843
"urn:lsid:marinespecies.org:taxname:105844","urn:lsid:marinespecies.org:taxname:105844","Odontaspis ferox","Odontaspis ferox","Elasmobranchii","Lamniformes","Odontaspididae","Odontaspis","accepted",105844
"urn:lsid:marinespecies.org:taxname:105845","urn:lsid:marinespecies.org:taxname:105845","Odontaspis noronhai","Odontaspis noronhai","Elasmobranchii","Lamniformes","Odontaspididae","Odontaspis","accepted",105845
"urn:lsid:marinespecies.org:taxname:105846","urn:lsid:marinespecies.org:taxname:105846","Ginglymostoma cirratum","Ginglymostoma cirratum","Elasmobranchii","Orectolobiformes","Ginglymostomatidae","Ginglymostoma","accepted",105846
"urn:lsid:marinespecies.org:taxname:105847","urn:lsid:marinespecies.org:taxname:105847","Rhincodon typus","Rhincodon typus","Elasmobranchii","Orectolobiformes","Rhincodontidae","Rhincodon","accepted",105847
"urn:lsid:marinespecies.org:taxname:105848","urn:lsid:marinespecies.org:taxname:105848","Pristis pectinata","Pristis pectinata","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","accepted",105848
"urn:lsid:marinespecies.org:taxname:105849","urn:lsid:marinespecies.org:taxname:105849","Pristis pristis","Pristis pristis","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","accepted",105849
"urn:lsid:marinespecies.org:taxname:105851","urn:lsid:marinespecies.org:taxname:105851","Dasyatis pastinaca","Dasyatis pastinaca","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","accepted",105851
"urn:lsid:marinespecies.org:taxname:105852","urn:lsid:marinespecies.org:taxname:105852","Dasyatis tortonesei","Dasyatis tortonesei","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","accepted",105852
"urn:lsid:marinespecies.org:taxname:105854","urn:lsid:marinespecies.org:taxname:105854","Himantura uarnak","Himantura uarnak","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","accepted",105854
"urn:lsid:marinespecies.org:taxname:105855","urn:lsid:marinespecies.org:taxname:105855","Taeniura grabata","Taeniura grabata","Elasmobranchii","Myliobatiformes","Dasyatidae","Taeniura","accepted",105855
"urn:lsid:marinespecies.org:taxname:105856","urn:lsid:marinespecies.org:taxname:105856","Gymnura altavela","Gymnura altavela","Elasmobranchii","Myliobatiformes","Gymnuridae","Gymnura","accepted",105856
"urn:lsid:marinespecies.org:taxname:105858","urn:lsid:marinespecies.org:taxname:105858","Mobula mobular","Mobula mobular","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobula","accepted",105858
"urn:lsid:marinespecies.org:taxname:105859","urn:lsid:marinespecies.org:taxname:105859","Mobula tarapacana","Mobula tarapacana","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobula","accepted",105859
"urn:lsid:marinespecies.org:taxname:105860","urn:lsid:marinespecies.org:taxname:105860","Myliobatis aquila","Myliobatis aquila","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis","accepted",105860
"urn:lsid:marinespecies.org:taxname:105862","urn:lsid:marinespecies.org:taxname:105862","Rhinoptera marginata","Rhinoptera marginata","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinoptera","accepted",105862
"urn:lsid:marinespecies.org:taxname:105863","urn:lsid:marinespecies.org:taxname:105863","Amblyraja hyperborea","Amblyraja hyperborea","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","accepted",105863
"urn:lsid:marinespecies.org:taxname:105864","urn:lsid:marinespecies.org:taxname:105864","Amblyraja jenseni","Amblyraja jenseni","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","accepted",105864
"urn:lsid:marinespecies.org:taxname:105865","urn:lsid:marinespecies.org:taxname:105865","Amblyraja radiata","Amblyraja radiata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","accepted",105865
"urn:lsid:marinespecies.org:taxname:105866","urn:lsid:marinespecies.org:taxname:105866","Bathyraja pallida","Bathyraja pallida","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",105866
"urn:lsid:marinespecies.org:taxname:105867","urn:lsid:marinespecies.org:taxname:105867","Bathyraja richardsoni","Bathyraja richardsoni","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",105867
"urn:lsid:marinespecies.org:taxname:105868","urn:lsid:marinespecies.org:taxname:105868","Bathyraja spinicauda","Bathyraja spinicauda","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",105868
"urn:lsid:marinespecies.org:taxname:105869","urn:lsid:marinespecies.org:taxname:105869","Dipturus batis","Dipturus batis","Elasmobranchii","Rajiformes","Rajidae","Dipturus","accepted",105869
"urn:lsid:marinespecies.org:taxname:105871","urn:lsid:marinespecies.org:taxname:105871","Dipturus nidarosiensis","Dipturus nidarosiensis","Elasmobranchii","Rajiformes","Rajidae","Dipturus","accepted",105871
"urn:lsid:marinespecies.org:taxname:105872","urn:lsid:marinespecies.org:taxname:105872","Dipturus oxyrinchus","Dipturus oxyrinchus","Elasmobranchii","Rajiformes","Rajidae","Dipturus","accepted",105872
"urn:lsid:marinespecies.org:taxname:105873","urn:lsid:marinespecies.org:taxname:105873","Leucoraja circularis","Leucoraja circularis","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","accepted",105873
"urn:lsid:marinespecies.org:taxname:105874","urn:lsid:marinespecies.org:taxname:105874","Leucoraja fullonica","Leucoraja fullonica","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","accepted",105874
"urn:lsid:marinespecies.org:taxname:105875","urn:lsid:marinespecies.org:taxname:105875","Leucoraja melitensis","Leucoraja melitensis","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","accepted",105875
"urn:lsid:marinespecies.org:taxname:105876","urn:lsid:marinespecies.org:taxname:105876","Leucoraja naevus","Leucoraja naevus","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","accepted",105876
"urn:lsid:marinespecies.org:taxname:105877","urn:lsid:marinespecies.org:taxname:105877","Malacoraja kreffti","Malacoraja kreffti","Elasmobranchii","Rajiformes","Rajidae","Malacoraja","accepted",105877
"urn:lsid:marinespecies.org:taxname:105878","urn:lsid:marinespecies.org:taxname:105878","Malacoraja spinacidermis","Malacoraja spinacidermis","Elasmobranchii","Rajiformes","Rajidae","Malacoraja","accepted",105878
"urn:lsid:marinespecies.org:taxname:105879","urn:lsid:marinespecies.org:taxname:105879","Neoraja caerulea","Neoraja caerulea","Elasmobranchii","Rajiformes","Rajidae","Neoraja","accepted",105879
"urn:lsid:marinespecies.org:taxname:105881","urn:lsid:marinespecies.org:taxname:105881","Raja asterias","Raja asterias","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105881
"urn:lsid:marinespecies.org:taxname:105883","urn:lsid:marinespecies.org:taxname:105883","Raja clavata","Raja clavata","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105883
"urn:lsid:marinespecies.org:taxname:105884","urn:lsid:marinespecies.org:taxname:105884","Raja maderensis","Raja maderensis","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105884
"urn:lsid:marinespecies.org:taxname:105885","urn:lsid:marinespecies.org:taxname:105885","Raja microocellata","Raja microocellata","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105885
"urn:lsid:marinespecies.org:taxname:105886","urn:lsid:marinespecies.org:taxname:105886","Raja miraletus","Raja miraletus","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105886
"urn:lsid:marinespecies.org:taxname:105887","urn:lsid:marinespecies.org:taxname:105887","Raja montagui","Raja montagui","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105887
"urn:lsid:marinespecies.org:taxname:105888","urn:lsid:marinespecies.org:taxname:105888","Raja polystigma","Raja polystigma","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105888
"urn:lsid:marinespecies.org:taxname:105889","urn:lsid:marinespecies.org:taxname:105889","Raja radula","Raja radula","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105889
"urn:lsid:marinespecies.org:taxname:105890","urn:lsid:marinespecies.org:taxname:105890","Raja rondeleti","Raja rondeleti","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105890
"urn:lsid:marinespecies.org:taxname:105891","urn:lsid:marinespecies.org:taxname:105891","Raja undulata","Raja undulata","Elasmobranchii","Rajiformes","Rajidae","Raja","accepted",105891
"urn:lsid:marinespecies.org:taxname:105892","urn:lsid:marinespecies.org:taxname:105892","Rajella bathyphila","Rajella bathyphila","Elasmobranchii","Rajiformes","Rajidae","Rajella","accepted",105892
"urn:lsid:marinespecies.org:taxname:105893","urn:lsid:marinespecies.org:taxname:105893","Rajella bigelowi","Rajella bigelowi","Elasmobranchii","Rajiformes","Rajidae","Rajella","accepted",105893
"urn:lsid:marinespecies.org:taxname:105894","urn:lsid:marinespecies.org:taxname:105894","Rajella fyllae","Rajella fyllae","Elasmobranchii","Rajiformes","Rajidae","Rajella","accepted",105894
"urn:lsid:marinespecies.org:taxname:105895","urn:lsid:marinespecies.org:taxname:105895","Rajella kukujevi","Rajella kukujevi","Elasmobranchii","Rajiformes","Rajidae","Rajella","accepted",105895
"urn:lsid:marinespecies.org:taxname:105896","urn:lsid:marinespecies.org:taxname:105896","Rostroraja alba","Rostroraja alba","Elasmobranchii","Rajiformes","Rajidae","Rostroraja","accepted",105896
"urn:lsid:marinespecies.org:taxname:105898","urn:lsid:marinespecies.org:taxname:105898","Rhinobatos rhinobatos","Rhinobatos rhinobatos","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos","accepted",105898
"urn:lsid:marinespecies.org:taxname:105899","urn:lsid:marinespecies.org:taxname:105899","Centrophorus granulosus","Centrophorus granulosus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","accepted",105899
"urn:lsid:marinespecies.org:taxname:105900","urn:lsid:marinespecies.org:taxname:105900","Centrophorus lusitanicus","Centrophorus lusitanicus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","accepted",105900
"urn:lsid:marinespecies.org:taxname:105901","urn:lsid:marinespecies.org:taxname:105901","Centrophorus squamosus","Centrophorus squamosus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","accepted",105901
"urn:lsid:marinespecies.org:taxname:105902","urn:lsid:marinespecies.org:taxname:105902","Centrophorus uyato","Centrophorus uyato","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","accepted",105902
"urn:lsid:marinespecies.org:taxname:105904","urn:lsid:marinespecies.org:taxname:105904","Deania hystricosa","Deania hystricosa","Elasmobranchii","Squaliformes","Centrophoridae","Deania","accepted",105904
"urn:lsid:marinespecies.org:taxname:105905","urn:lsid:marinespecies.org:taxname:105905","Deania profundorum","Deania profundorum","Elasmobranchii","Squaliformes","Centrophoridae","Deania","accepted",105905
"urn:lsid:marinespecies.org:taxname:105906","urn:lsid:marinespecies.org:taxname:105906","Centroscyllium fabricii","Centroscyllium fabricii","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","accepted",105906
"urn:lsid:marinespecies.org:taxname:105907","urn:lsid:marinespecies.org:taxname:105907","Centroscymnus coelolepis","Centroscymnus coelolepis","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus","accepted",105907
"urn:lsid:marinespecies.org:taxname:105908","urn:lsid:marinespecies.org:taxname:105908","Centroscymnus crepidater","Centroscymnus crepidater","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus","accepted",105908
"urn:lsid:marinespecies.org:taxname:105910","urn:lsid:marinespecies.org:taxname:105910","Dalatias licha","Dalatias licha","Elasmobranchii","Squaliformes","Dalatiidae","Dalatias","accepted",105910
"urn:lsid:marinespecies.org:taxname:105911","urn:lsid:marinespecies.org:taxname:105911","Etmopterus princeps","Etmopterus princeps","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","accepted",105911
"urn:lsid:marinespecies.org:taxname:105912","urn:lsid:marinespecies.org:taxname:105912","Etmopterus pusillus","Etmopterus pusillus","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","accepted",105912
"urn:lsid:marinespecies.org:taxname:105913","urn:lsid:marinespecies.org:taxname:105913","Etmopterus spinax","Etmopterus spinax","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","accepted",105913
"urn:lsid:marinespecies.org:taxname:105914","urn:lsid:marinespecies.org:taxname:105914","Oxynotus centrina","Oxynotus centrina","Elasmobranchii","Squaliformes","Oxynotidae","Oxynotus","accepted",105914
"urn:lsid:marinespecies.org:taxname:105915","urn:lsid:marinespecies.org:taxname:105915","Oxynotus paradoxus","Oxynotus paradoxus","Elasmobranchii","Squaliformes","Oxynotidae","Oxynotus","accepted",105915
"urn:lsid:marinespecies.org:taxname:105916","urn:lsid:marinespecies.org:taxname:105916","Scymnodalatias garricki","Scymnodalatias garricki","Elasmobranchii","Squaliformes","Somniosidae","Scymnodalatias","accepted",105916
"urn:lsid:marinespecies.org:taxname:105918","urn:lsid:marinespecies.org:taxname:105918","Scymnodon ringens","Scymnodon ringens","Elasmobranchii","Squaliformes","Somniosidae","Scymnodon","accepted",105918
"urn:lsid:marinespecies.org:taxname:105919","urn:lsid:marinespecies.org:taxname:105919","Somniosus microcephalus","Somniosus microcephalus","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","accepted",105919
"urn:lsid:marinespecies.org:taxname:105920","urn:lsid:marinespecies.org:taxname:105920","Somniosus rostratus","Somniosus rostratus","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","accepted",105920
"urn:lsid:marinespecies.org:taxname:105921","urn:lsid:marinespecies.org:taxname:105921","Squaliolus laticaudus","Squaliolus laticaudus","Elasmobranchii","Squaliformes","Dalatiidae","Squaliolus","accepted",105921
"urn:lsid:marinespecies.org:taxname:105922","urn:lsid:marinespecies.org:taxname:105922","Echinorhinus brucus","Echinorhinus brucus","Elasmobranchii","Echinorhiniformes","Echinorhinidae","Echinorhinus","accepted",105922
"urn:lsid:marinespecies.org:taxname:105923","urn:lsid:marinespecies.org:taxname:105923","Squalus acanthias","Squalus acanthias","Elasmobranchii","Squaliformes","Squalidae","Squalus","accepted",105923
"urn:lsid:marinespecies.org:taxname:105924","urn:lsid:marinespecies.org:taxname:105924","Squalus blainville","Squalus blainville","Elasmobranchii","Squaliformes","Squalidae","Squalus","accepted",105924
"urn:lsid:marinespecies.org:taxname:105925","urn:lsid:marinespecies.org:taxname:105925","Squalus megalops","Squalus megalops","Elasmobranchii","Squaliformes","Squalidae","Squalus","accepted",105925
"urn:lsid:marinespecies.org:taxname:105926","urn:lsid:marinespecies.org:taxname:105926","Squatina aculeata","Squatina aculeata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","accepted",105926
